grad_norm,param_norm,samples,step,train_acc@1,train_acc@1_q2,train_acc@1_q3,train_acc@2,train_acc@2_q2,train_acc@2_q3,train_loss,train_loss_q2,train_loss_q3,val_acc@1,val_acc@1_q0,val_acc@2,val_acc@2_q0,val_loss,val_loss_q0,train_acc@1_q0,train_acc@1_q1,train_acc@2_q0,train_acc@2_q1,train_loss_q0,train_loss_q1,val_acc@1_q2,val_acc@1_q3,val_acc@2_q2,val_acc@2_q3,val_loss_q2,val_loss_q3,val_acc@1_q1,val_acc@2_q1,val_loss_q1
212.3564178979223,158.66974647163244,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.6333504915237427,0.6318427920341492,0.6348581910133362,1.0,1.0,1.0,1.0,0.026456084102392197,0.026456084102392197,,,,,,,,,,,,,,,
4.9018714533726,158.7501175285172,22,10,0.7999999999999999,1.0,0.6666666666666666,1.0,1.0,1.0,0.6046852551400662,0.040153270587325096,0.5020329253748059,0.5,0.5,1.0,1.0,1.224660724401474,1.2246607448905706,0.875,0.7142857142857142,1.0,1.0,0.45995450543705385,0.9753805273877723,,,,,,,,,
3.51760395190776,158.8970281864073,42,20,0.8500000000000002,0.75,0.8333333333333333,1.0,1.0,1.0,0.5130490466952324,0.6857752278447151,0.3984043796857198,0.75,,1.0,,0.9467790126800537,,1.0,0.8333333333333333,1.0,1.0,0.5342506244778633,0.49840849637985235,0.6666666666666666,1.0,1.0,1.0,1.2361528674761453,0.07865738123655319,,,
3.419723670539441,159.00319588382052,62,30,0.75,0.4,1.0,1.0,1.0,1.0,0.7645240604877472,1.773395584523678,0.05717667813102404,0.75,1.0,1.0,1.0,0.8548766374588013,0.05028025805950165,1.0,0.75,1.0,1.0,0.06407899875193834,0.7494571628049016,,0.0,,1.0,,3.0962700843811035,1.0,1.0,0.13647805899381638
2.2081217677806113,159.05966344451804,82,40,0.8000000000000003,0.6,1.0,1.0,1.0,1.0,0.595005851984024,0.6110559612512589,0.40495514372984565,0.75,0.0,1.0,1.0,0.6055514216423035,0.9336034655570984,0.8,0.75,1.0,1.0,0.6909835994243622,0.7400470748543739,1.0,1.0,1.0,1.0,0.4930240362882614,0.5025541186332703,,,
1.717595773327964,159.08664388881144,102,50,0.95,1.0,1.0,1.0,1.0,1.0,0.33714753538370135,0.39120016098022464,0.19615779072046283,1.0,1.0,1.0,1.0,0.17575448751449585,0.3115651607513428,0.6666666666666666,1.0,1.0,1.0,0.5567468553781509,0.30513149074145723,1.0,,1.0,,0.17414501123130322,,1.0,1.0,0.04316273704171181
4.667269425296862,159.10277175856373,122,60,0.8,1.0,1.0,1.0,1.0,1.0,1.1586991966003553,0.013444901599238316,0.03184932221968968,1.0,1.0,1.0,1.0,0.030228381976485252,0.0009030792862176895,0.6,0.6666666666666666,1.0,1.0,1.6154887260636315,2.486720411417385,,1.0,,1.0,,0.06017808988690376,1.0,1.0,0.02991617942461744
2.763928291171289,159.21730808966237,142,70,0.9,0.8571428571428571,1.0,1.0,1.0,1.0,0.42950680628418914,0.38427010444658144,0.24774752805630365,0.75,1.0,1.0,1.0,0.5813077390193939,0.2663935422897339,1.0,0.8333333333333333,1.0,1.0,0.2353158500045538,0.702623243133227,1.0,0.0,1.0,1.0,0.3011627197265625,1.4572138786315918,1.0,1.0,0.3004608452320099
2.605384269230364,159.33201239883005,162,80,0.7999999999999999,1.0,0.7499999999999999,1.0,1.0,1.0,0.5071815446019172,0.2838615973790487,0.563371766358614,1.0,1.0,1.0,1.0,0.2518617585301399,0.22230874001979828,0.5,0.8571428571428572,1.0,1.0,0.8457122594118118,0.44194964000156944,1.0,1.0,1.0,1.0,0.2521742209792137,0.28078988194465637,,,
2.6534187410739047,159.37315813145503,182,90,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,0.551699087023735,0.7524364193280538,0.22160303592681885,0.5,,1.0,,1.1601272597908974,,0.7142857142857143,0.8888888888888888,1.0,1.0,0.7383269816637039,0.37630897263685864,0.0,1.0,1.0,1.0,2.194828987121582,0.12280721962451935,0.0,1.0,2.2000656127929688
