grad_norm,param_norm,samples,step,train_acc@1,train_acc@1_q2,train_acc@1_q3,train_acc@2,train_acc@2_q2,train_acc@2_q3,train_loss,train_loss_q2,train_loss_q3,val_acc@1,val_acc@1_q0,val_acc@1_q1,val_acc@2,val_acc@2_q0,val_acc@2_q1,val_loss,val_loss_q0,val_loss_q1,train_acc@1_q0,train_acc@1_q1,train_acc@2_q0,train_acc@2_q1,train_loss_q0,train_loss_q1,val_acc@1_q2,val_acc@1_q3,val_acc@2_q2,val_acc@2_q3,val_loss_q2,val_loss_q3
1.6210331862444816,159.0223337509391,222,110,0.8500000000000001,1.0,0.6666666666666666,1.0,1.0,1.0,0.4245397821068764,0.17061002552509308,0.8204717884461086,0.75,1.0,1.0,1.0,1.0,1.0,0.5688736662268639,0.1225663349032402,0.16476763784885406,1.0,0.7999999999999999,1.0,1.0,0.13469981153806052,0.4942840635776519,0.0,1.0,1.0,1.0,1.8661558628082275,0.12200471758842468
1.8146051691378475,159.00091721493962,242,120,0.7500000000000001,0.8333333333333333,1.0,1.0,1.0,1.0,0.5902357369661331,0.470103578021129,0.1565386727452278,1.0,1.0,1.0,1.0,1.0,1.0,0.19653794169425964,0.21322967112064362,0.17979933321475983,0.5,0.7,1.0,1.0,0.9379319176077843,0.6795151866972445,1.0,,1.0,,0.19656138867139816,
1.4019244419690464,158.97437259513916,262,130,0.9,0.75,1.0,1.0,1.0,1.0,0.34351636916399,0.5705707259476185,0.19127332419157028,0.75,0.5,,1.0,1.0,,0.5681994706392288,0.9202706590294838,,1.0,0.8333333333333333,1.0,1.0,0.1965286781390508,0.4406298572818438,1.0,1.0,1.0,1.0,0.1934565007686615,0.2388000339269638
1.55363566810594,158.95038948072835,282,140,0.8000000000000003,0.7142857142857142,1.0,1.0,1.0,1.0,0.49153359085321435,0.6333142242261341,0.1739518828690052,0.5,0.0,,1.0,1.0,,0.9456854611635208,1.777872920036316,,0.8,0.75,1.0,1.0,0.48921784162521365,0.5638938620686531,0.0,1.0,1.0,1.0,1.6810039281845093,0.16193249821662903
1.2858738253521103,158.9252703394775,302,150,0.9,1.0,0.8571428571428572,1.0,1.0,1.0,0.3239431530237198,0.16789493709802628,0.36996057629585266,1.0,1.0,,1.0,1.0,,0.16545136272907257,0.15589047968387604,,0.6666666666666666,1.0,1.0,1.0,0.748910794655482,0.16180445502201715,1.0,1.0,1.0,1.0,0.17570860683918,0.15449778735637665
1.4670644984664718,158.89979566239364,322,160,0.8499999999999999,1.0,0.8333333333333333,1.0,1.0,1.0,0.4197010360658169,0.1590064068635305,0.4229396457473437,1.0,,1.0,1.0,,1.0,0.15641309320926666,,0.15490321815013885,0.8,0.8333333333333333,1.0,1.0,0.504927308857441,0.47578782091538113,1.0,1.0,1.0,1.0,0.16788364946842194,0.15143276005983353
1.5343695062731817,158.87841310548592,342,170,0.8,1.0,1.0,1.0,1.0,1.0,0.49889749884605405,0.179451622068882,0.12877356012662253,1.0,1.0,1.0,1.0,1.0,1.0,0.184017151594162,0.1711827665567398,0.24257369339466095,0.5714285714285714,0.6666666666666666,1.0,1.0,0.8921181751149042,0.7475583106279373,1.0,1.0,1.0,1.0,0.1619701385498047,0.1603420078754425
1.496470108055464,158.8631425974778,362,180,0.7999999999999999,0.8571428571428572,0.6666666666666666,1.0,1.0,1.0,0.4984241217374802,0.411819828408105,0.7599717030922573,0.25,,0.0,1.0,,1.0,1.3857308328151703,,1.645273208618164,1.0,0.5,1.0,1.0,0.19474865992863974,0.9093341529369354,1.0,0.0,1.0,1.0,0.2665708065032959,1.9858061075210571
1.3778514539914588,158.84380630226613,382,190,0.9,0.875,0.8,1.0,1.0,1.0,0.3694780483841896,0.41517304815351963,0.5034955650568008,1.0,,,1.0,,,0.18647947907447815,,,1.0,1.0,1.0,1.0,0.20926150307059288,0.23788427313168842,1.0,1.0,1.0,1.0,0.20061947405338287,0.18176615238189697
1.4040008773087849,158.81977484061056,402,200,0.8499999999999999,0.5,1.0,1.0,1.0,1.0,0.41213437318801877,1.0422808875640233,0.11076579491297403,1.0,1.0,1.0,1.0,1.0,1.0,0.1351574920117855,0.170180544257164,0.12406808882951736,1.0,1.0,1.0,1.0,0.1524377465248108,0.17866406589746475,1.0,1.0,1.0,1.0,0.1512201428413391,0.09516117721796036
1.407076861970294,158.7933339080359,422,210,0.8500000000000001,1.0,0.5,1.0,1.0,1.0,0.4241808883845806,0.1445639804005623,1.0956931933760643,0.75,1.0,0.0,1.0,1.0,1.0,0.6252837479114532,0.1365652879079183,2.0914392471313477,1.0,0.75,1.0,1.0,0.1317989577849706,0.6153977075591683,,,,,,
1.653723295089336,158.77469603214308,442,220,0.8,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,0.49911791831254965,0.7819169908761978,0.4292290161053339,0.75,1.0,0.0,1.0,1.0,1.0,0.5651187151670456,0.19329212605953217,1.7574567794799805,0.6666666666666666,1.0,1.0,1.0,0.7133516222238541,0.15622467696666717,,1.0,,1.0,,0.15486297756433487
1.1290981687745416,158.75884943043596,462,230,0.95,1.0,1.0,1.0,1.0,1.0,0.2504371345043182,0.18378679951032004,0.15622176229953766,0.75,1.0,0.0,1.0,1.0,1.0,0.60542032122612,0.14598721265792847,1.9047300815582275,0.8571428571428572,1.0,1.0,1.0,0.40893350115844185,0.164379321038723,,1.0,,1.0,,0.1854819729924202
1.9098432986783016,158.73918343954037,482,240,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,0.6464835435152054,0.1442345380783081,0.9211356714367867,0.75,,1.0,1.0,,1.0,0.6048467680811882,,0.17562170326709747,0.6000000000000001,0.8333333333333333,1.0,1.0,0.8718504279851913,0.435150163869063,0.0,1.0,1.0,1.0,1.9472639560699463,0.14825068414211273
1.2510523519408523,158.71600781955527,502,250,0.9,1.0,0.6,1.0,1.0,1.0,0.3388694882392883,0.20703375935554502,0.7626920074224472,0.75,0.0,1.0,1.0,1.0,1.0,0.5844469666481018,1.7463302612304688,0.24203068017959595,1.0,1.0,1.0,1.0,0.18684327602386475,0.1989088922739029,,1.0,,1.0,,0.17471344769001007
1.3879891508501199,158.69567184610673,522,260,0.8,1.0,0.7142857142857142,1.0,1.0,1.0,0.49187304377555846,0.20640181750059128,0.6297634669712612,0.5,0.5,0.0,1.0,1.0,1.0,0.953355073928833,0.9503627493977547,1.7214444875717163,0.8333333333333333,0.8,1.0,1.0,0.43377572794755304,0.48273172080516813,,1.0,,1.0,,0.19125032424926758
1.3920738310750913,158.68188297014876,542,270,0.85,0.8,0.8333333333333333,1.0,1.0,1.0,0.44368310272693634,0.5305221945047378,0.5025922755400339,1.0,,1.0,1.0,,1.0,0.2100161761045456,,0.21640592068433762,1.0,0.8571428571428572,1.0,1.0,0.21232425421476364,0.39726413573537556,,1.0,,1.0,,0.20362643152475357
1.6860833223740497,158.66329710122992,562,280,0.7499999999999999,0.6666666666666666,1.0,1.0,1.0,1.0,0.581308014690876,0.6779391840100288,0.24204098880290986,0.75,1.0,,1.0,1.0,,0.5659790486097336,0.2057730307181676,,0.3333333333333333,0.8333333333333333,1.0,1.0,1.2193790823221207,0.4483638281623522,0.0,,1.0,,1.646597146987915,
1.3547688917253768,158.6414411920756,582,290,0.9,1.0,0.8,1.0,1.0,1.0,0.378125710785389,0.19848448038101196,0.561654743552208,0.75,1.0,0.0,1.0,1.0,1.0,0.629511222243309,0.22281724214553833,1.9799556732177734,0.75,1.0,1.0,1.0,0.6413081921637058,0.19990411773324013,1.0,1.0,1.0,1.0,0.15014660358428955,0.16512547433376312
1.5056222913175181,158.61747455973494,602,300,0.85,0.7142857142857142,1.0,1.0,1.0,1.0,0.4285572089254856,0.7118717719401632,0.14296158961951733,0.5,,,1.0,,,1.0824797749519348,,,0.8571428571428572,1.0,1.0,1.0,0.38813101393835886,0.1496393010020256,0.0,0.6666666666666666,1.0,1.0,2.0454955101013184,0.7614745274186134
1.1625403286241527,158.59582317004282,622,310,0.9,0.75,1.0,1.0,1.0,1.0,0.3281326599419117,0.588467575609684,0.1478140102699399,0.75,0.0,1.0,1.0,1.0,1.0,0.616685576736927,2.0346121788024902,0.1348959058523178,0.8,1.0,1.0,1.0,0.524895167350769,0.13393163681030273,1.0,,1.0,,0.14861713349819183,
1.4263153960517285,158.57420342356426,642,320,0.8499999999999999,1.0,0.75,1.0,1.0,1.0,0.4426884755492211,0.13914810717105866,0.7494232729077339,1.0,,1.0,1.0,,1.0,0.16380226612091064,,0.1701466664671898,0.8333333333333333,0.8,1.0,1.0,0.44598526507616043,0.49688484966754914,1.0,1.0,1.0,1.0,0.16596899926662445,0.14894671738147736
1.313042866863848,158.55905759859465,662,330,0.7999999999999999,1.0,1.0,1.0,1.0,1.0,0.4953742876648903,0.20198576152324677,0.20087678730487823,1.0,1.0,1.0,1.0,1.0,1.0,0.19265953451395035,0.18937885761260986,0.20365838706493378,0.7142857142857142,0.3333333333333333,1.0,1.0,0.6251674890518188,1.172333543499311,1.0,,1.0,,0.18880044668912888,
1.276340287062666,158.54636970361258,682,340,0.85,0.5,0.875,1.0,1.0,1.0,0.4238422989845276,0.9783304631710052,0.39253539592027664,0.75,,1.0,1.0,,1.0,0.5392353907227516,,0.1594415083527565,1.0,1.0,1.0,1.0,0.18010170385241508,0.17570854350924492,0.5,,1.0,,0.9190292879939079,
1.2057461932848481,158.5323654238142,702,350,0.9,0.8571428571428572,0.6666666666666666,1.0,1.0,1.0,0.343804520368576,0.43335263431072235,0.7246366366744041,0.5,,0.5,1.0,,1.0,0.9778834879398346,,0.988278441131115,1.0,1.0,1.0,1.0,0.1596942444642385,0.17763666808605194,0.0,1.0,1.0,1.0,1.8355127573013306,0.09946434944868088
1.3622872340610284,158.51647994125318,722,360,0.8500000000000001,1.0,0.8,1.0,1.0,1.0,0.4293842807412148,0.1446161013510492,0.5352477073669434,1.0,,1.0,1.0,,1.0,0.13045360147953033,,0.1040443405508995,1.0,0.5,1.0,1.0,0.12715868279337883,1.0888961777091026,1.0,,1.0,,0.13925669093926749,
1.6838911634029765,158.50129390637426,742,370,0.7500000000000001,0.7142857142857143,0.8,1.0,1.0,1.0,0.6222533077001572,0.6856104901858738,0.6065537095069885,0.5,0.5,,1.0,1.0,,0.8883319348096848,0.8736922293901443,,1.0,0.5,1.0,1.0,0.14524376206099987,1.0080122500658035,0.5,,1.0,,0.9029716327786446,
1.6113434063212633,158.48993460562357,762,380,0.8500000000000002,0.8,0.7142857142857142,1.0,1.0,1.0,0.4713815033435822,0.4782318532466888,0.6775908917188644,0.75,,0.0,1.0,,1.0,0.5660657435655594,,1.3461673259735107,1.0,1.0,1.0,1.0,0.2745366195837657,0.2939449787139893,1.0,,1.0,,0.30603187282880145,
1.2290088307844926,158.4764397347088,782,390,0.85,0.7142857142857142,0.8,1.0,1.0,1.0,0.4348599299788475,0.6068508731467384,0.5084431767463684,0.75,0.0,,1.0,1.0,,0.6178116649389267,1.8223044872283936,,1.0,1.0,1.0,1.0,0.24178122196878707,0.21455806493759155,,1.0,,1.0,,0.2163140575091044
1.06648158895676,158.4639373346221,802,400,0.9,1.0,0.7142857142857142,1.0,1.0,1.0,0.3133969724178314,0.14458926518758136,0.6424220140491214,0.75,1.0,0.0,1.0,1.0,1.0,0.6866388320922852,0.15036755800247192,2.333811044692993,1.0,1.0,1.0,1.0,0.11215387284755707,0.13582838773727418,,1.0,,1.0,,0.13118832930922508
1.6936896345195673,158.43862838184918,822,410,0.7499999999999999,0.25,0.875,1.0,1.0,1.0,0.6513773202896118,1.7277467884123325,0.3757970333099365,0.75,1.0,,1.0,1.0,,0.5521316975355148,0.11928965896368027,,0.8,1.0,1.0,1.0,0.5464362472295762,0.1260005682706833,0.5,1.0,1.0,1.0,0.9280163273215294,0.23320448398590088
0.9576086139726447,158.42234741321352,842,420,1.0,1.0,1.0,1.0,1.0,1.0,0.1831463873386383,0.199280817593847,0.20238404273986818,1.0,1.0,,1.0,1.0,,0.17891448736190796,0.10957956314086914,,1.0,1.0,1.0,1.0,0.15668662637472153,0.15719639062881471,1.0,1.0,1.0,1.0,0.1253478229045868,0.24036528170108795
1.8735021805062102,158.4095584657605,862,430,0.7500000000000001,0.8571428571428572,1.0,1.0,1.0,1.0,0.6449694499373437,0.410600588790008,0.10560716936985651,0.75,1.0,1.0,1.0,1.0,1.0,0.6495748907327652,0.1016339436173439,0.17510581016540527,0.42857142857142855,1.0,1.0,1.0,1.3318678353513989,0.12842948734760284,0.5,,1.0,,1.160779856145382,
1.1451770505540115,158.39906598457455,882,440,0.9,0.75,1.0,1.0,1.0,1.0,0.3323378443717957,0.5897603295743465,0.16761423150698343,0.75,0.0,1.0,1.0,1.0,1.0,0.5689756125211716,1.7729238271713257,0.1799273043870926,1.0,0.6666666666666666,1.0,1.0,0.17109954144273484,0.6947777916987737,1.0,,1.0,,0.16152562946081161,
1.3695580977866681,158.38791594135705,902,450,0.8000000000000003,0.7142857142857142,1.0,1.0,1.0,1.0,0.5079792678356171,0.6782490504639489,0.16430041007697582,0.75,,1.0,1.0,,1.0,0.6897948980331421,,0.1850045770406723,0.8,0.75,1.0,1.0,0.4979942560195923,0.5661672577261925,1.0,0.0,1.0,1.0,0.18015232682228088,2.2090182304382324
1.0062316990156535,158.37672111391396,922,460,0.95,1.0,1.0,1.0,1.0,1.0,0.24191290363669396,0.162568490420069,0.14350650906562806,1.0,,1.0,1.0,,1.0,0.16276448965072632,,0.15005785723527273,0.75,1.0,1.0,1.0,0.5799161568284035,0.16577038541436195,1.0,,1.0,,0.2008843570947647,
2.027996021624368,158.36229948781147,942,470,0.7500000000000001,1.0,0.5,1.0,1.0,1.0,0.6817718148231506,0.15749006159603596,1.3195350604752698,0.5,0.5,,1.0,1.0,,0.9672617316246033,0.9672617353498936,,0.6666666666666667,1.0,1.0,1.0,0.7378974010547001,0.1652202531695366,,,,,,
1.3334897767249152,158.36199927777903,962,480,0.8,0.7777777777777778,0.5,1.0,1.0,1.0,0.5039148688316345,0.5186800195111169,0.9866333082318306,1.0,1.0,,1.0,1.0,,0.2142466977238655,0.23784701526165009,,1.0,1.0,1.0,1.0,0.21533962587515515,0.20440632477402687,1.0,1.0,1.0,1.0,0.21678046882152557,0.2011796459555626
1.0761604460568368,158.3588388434545,982,490,0.95,0.8,1.0,1.0,1.0,1.0,0.2797040566802025,0.49816066324710845,0.21940183937549593,0.5,1.0,,1.0,1.0,,0.9404801726341248,0.19793832302093506,,1.0,1.0,1.0,1.0,0.20229955911636352,0.19895415008068085,0.0,0.5,1.0,1.0,1.621317982673645,0.9713321626186371
1.4947910293547746,158.35194028820737,1002,500,0.7999999999999999,1.0,0.6666666666666666,1.0,1.0,1.0,0.539814805984497,0.14078734318415323,0.8677688091993332,0.75,1.0,0.5,1.0,1.0,1.0,0.5805545225739479,0.17121560871601105,0.9933338090777397,0.5,1.0,1.0,1.0,1.1002806747953096,0.14611793123185635,1.0,,1.0,,0.16433493793010712,
1.2504924626102356,158.33937974606664,1022,510,0.8500000000000001,0.5,0.8,1.0,1.0,1.0,0.4196048229932785,1.0505089573562145,0.5038384526968003,1.0,,1.0,1.0,,1.0,0.1497730240225792,,0.14021986722946167,1.0,1.0,1.0,1.0,0.15495862066745758,0.14822331070899963,1.0,,1.0,,0.15932617336511612,
1.26439304941827,158.3309266435887,1042,520,0.7999999999999999,,0.7142857142857143,1.0,,1.0,0.4838903084397316,,0.5984591096639633,0.75,0.0,1.0,1.0,1.0,1.0,0.6013552844524384,1.8284705877304077,0.1608719527721405,0.7142857142857143,1.0,1.0,1.0,0.6551638628755296,0.15040756265322366,1.0,1.0,1.0,1.0,0.20463065803050995,0.2114478498697281
1.2319899878173426,158.31748263998347,1062,530,0.8499999999999999,0.5,1.0,1.0,1.0,1.0,0.4402051419019699,0.9700138494372368,0.23170361348560878,1.0,1.0,1.0,1.0,1.0,1.0,0.19469112902879715,0.2126709669828415,0.1702250838279724,0.6000000000000001,1.0,1.0,1.0,0.8449275463819504,0.1695853372414907,1.0,1.0,1.0,1.0,0.1747758686542511,0.2210925817489624
1.2583639338170882,158.30319988333827,1082,540,0.8499999999999999,0.8333333333333333,0.8333333333333333,1.0,1.0,1.0,0.42634745091199877,0.45896075169245404,0.45978854348262155,0.5,0.5,,1.0,1.0,,1.0387131571769714,0.998723991215229,,1.0,0.75,1.0,1.0,0.1683257296681404,0.5852876082062721,1.0,0.0,1.0,1.0,0.18599364161491394,1.971411108970642
1.2395094252790653,158.28330301940125,1102,550,0.7999999999999999,0.6,0.8,1.0,1.0,1.0,0.4911896586418152,0.8405017375946044,0.4827978044748306,0.75,,1.0,1.0,,1.0,0.5781726762652397,,0.19761121273040771,0.8333333333333333,1.0,1.0,1.0,0.4309920072555542,0.15533581003546715,0.6666666666666666,,1.0,,0.7050265024105709,
1.1257215564391159,158.26517893458603,1122,560,0.9,0.8,1.0,1.0,1.0,1.0,0.35358909815549855,0.534816661477089,0.19610907776015146,0.75,0.5,1.0,1.0,1.0,1.0,0.6174195632338524,1.0944086462259293,0.12970079481601715,0.75,1.0,1.0,1.0,0.6152626350522041,0.1409711353480816,1.0,,1.0,,0.15116019546985626,
1.3243905746830262,158.25362607294798,1142,570,0.8,1.0,0.8571428571428571,1.0,1.0,1.0,0.5141452088952064,0.16342544183135033,0.406462978039469,1.0,,1.0,1.0,,1.0,0.13918758183717728,,0.12111639231443405,0.75,0.6000000000000001,1.0,1.0,0.582769250497222,0.8905769526958466,1.0,1.0,1.0,1.0,0.14902562648057938,0.1375826895236969
1.1950813635773,158.2346666317036,1162,580,0.7999999999999999,0.6666666666666666,1.0,1.0,1.0,1.0,0.4887978509068489,0.7099070300658544,0.18081366121768952,0.75,,0.0,1.0,,1.0,0.596368670463562,,1.8178915977478027,0.75,0.75,1.0,1.0,0.5660494677722454,0.5597462188452482,1.0,1.0,1.0,1.0,0.17345869541168213,0.22066570818424225
1.0872252815894476,158.2179775034801,1182,590,0.9,1.0,1.0,1.0,1.0,1.0,0.3587249860167504,0.2193365216255188,0.21690820654233295,0.75,,,1.0,,,0.626657746732235,,,0.8,0.8571428571428572,1.0,1.0,0.49485550820827484,0.4218307137489319,1.0,0.0,1.0,1.0,0.22254916032155353,1.838983416557312
1.1456943182408597,158.20204185976903,1202,600,0.85,0.8571428571428572,1.0,1.0,1.0,1.0,0.4139363974332809,0.40483522202287403,0.19683770835399628,1.0,,1.0,1.0,,1.0,0.16484010219573975,,0.15830381959676743,0.7142857142857143,1.0,1.0,1.0,0.6262486981494086,0.16686628013849258,1.0,,1.0,,0.17137638479471207,
1.278560687262127,158.19774729258845,1222,610,0.8499999999999999,1.0,0.8333333333333333,1.0,1.0,1.0,0.437649005651474,0.13477087765932083,0.5105644017457962,1.0,1.0,1.0,1.0,1.0,1.0,0.1564803272485733,0.12946727871894836,0.17360858619213104,0.8,0.8571428571428572,1.0,1.0,0.48501572906970974,0.42785330968243734,1.0,1.0,1.0,1.0,0.19111140072345734,0.13173405826091766
1.3277747227356707,158.19546250848896,1242,620,0.8,1.0,1.0,1.0,1.0,1.0,0.504517261683941,0.1435387320816517,0.1397420476589884,0.75,0.0,1.0,1.0,1.0,1.0,0.5967341661453247,1.9202650785446167,0.1528026983141899,0.8,0.25,1.0,1.0,0.49954993426799776,1.510061539709568,1.0,,1.0,,0.16106629371643066,
1.2468223888718486,158.19173014328692,1262,630,0.7999999999999999,0.8,0.6666666666666666,1.0,1.0,1.0,0.49221193194389345,0.5030457884073257,0.7413129508495331,0.5,1.0,0.5,1.0,1.0,1.0,0.9254671335220337,0.2998495399951935,0.9619815573096275,0.8333333333333333,0.8333333333333333,1.0,1.0,0.43919627865155536,0.41164886206388474,0.0,,1.0,,1.4780559539794922,
1.0570681237261756,158.18355220641507,1282,640,0.95,0.75,1.0,1.0,1.0,1.0,0.3058895334601402,0.5840404070913792,0.21335640847682952,1.0,1.0,1.0,1.0,1.0,1.0,0.21525628864765167,0.27382737398147583,0.2001451551914215,1.0,1.0,1.0,1.0,0.24251263216137886,0.2492566449301583,,1.0,,1.0,,0.18690748512744904
1.3951723894130443,158.1679339245085,1302,650,0.8,0.8333333333333333,1.0,1.0,1.0,1.0,0.48303069025278095,0.4571992841859659,0.12398372404277326,0.75,1.0,1.0,1.0,1.0,1.0,0.6616799384355545,0.1538880169391632,0.14943783730268478,0.5,1.0,1.0,1.0,0.9724619562427204,0.1466778703033924,0.0,,1.0,,2.193956136703491,
1.0634603170148673,158.16986811953134,1322,660,0.9,0.75,1.0,1.0,1.0,1.0,0.3356940045952797,0.5869114380329847,0.14081020951271056,1.0,1.0,1.0,1.0,1.0,1.0,0.14864107966423035,0.1921175718307495,0.18050816655158997,1.0,1.0,1.0,1.0,0.1937227338552475,0.17296196520328522,,1.0,,1.0,,0.11096929758787155
1.526283856610008,158.14010103160442,1342,670,0.7999999999999999,,0.6666666666666666,1.0,,1.0,0.547087862342596,,0.8744428729017575,0.5,,1.0,1.0,,1.0,1.09292733669281,,0.18043003976345062,1.0,0.7142857142857143,1.0,1.0,0.14523050827639444,0.6683552031006132,0.0,1.0,1.0,1.0,2.0480079650878906,0.09526360034942627
1.4042656902925044,158.08591470441965,1362,680,0.7999999999999999,1.0,0.7499999999999999,1.0,1.0,1.0,0.49960937947034845,0.22175751129786173,0.5704346764832736,1.0,1.0,,1.0,1.0,,0.2325732335448265,0.23333721607923508,,0.6666666666666667,1.0,1.0,1.0,0.6821668719251951,0.22347876926263172,1.0,1.0,1.0,1.0,0.2296089231967926,0.23400959372520447
1.1106951881989118,158.06287515566493,1382,690,0.9,0.8333333333333334,0.75,1.0,1.0,1.0,0.36408174633979806,0.4993709897001585,0.5415113195776939,0.5,,,1.0,,,0.9388556480407715,,,1.0,1.0,1.0,1.0,0.19276894330978395,0.2311037838459015,0.5,,1.0,,0.9388556592166424,
1.1160023062115139,158.04332489025373,1402,700,0.9,1.0,0.7499999999999999,1.0,1.0,1.0,0.3397895351052284,0.16031506285071373,0.6259884033352137,1.0,1.0,1.0,1.0,1.0,1.0,0.14331942796707153,0.16027697920799255,0.11676569283008575,1.0,1.0,1.0,1.0,0.1555478076140086,0.13599598854780195,,1.0,,1.0,,0.13595803081989288
1.3101427021792262,158.02191362544633,1422,710,0.8000000000000003,0.8,0.6666666666666666,1.0,1.0,1.0,0.5026182606816292,0.5216097891330719,0.7092647527654966,0.75,1.0,0.0,1.0,1.0,1.0,0.634762316942215,0.1089923232793808,2.096325635910034,1.0,0.7999999999999999,1.0,1.0,0.11253463104367256,0.5091452747583392,1.0,1.0,1.0,1.0,0.1582765132188797,0.1754547655582428
1.2774273504958549,158.00262511005508,1442,720,0.8,0.75,0.875,1.0,1.0,1.0,0.49598784148693076,0.5626512728631496,0.38097425177693367,1.0,1.0,,1.0,1.0,,0.14977678656578064,0.13116449117660522,,0.8,0.6666666666666666,1.0,1.0,0.49391812086105347,0.7172557165225347,,1.0,,1.0,,0.16838908940553665
1.1405649822316366,157.98352816576985,1462,730,0.8499999999999999,1.0,1.0,1.0,1.0,1.0,0.4275225237011909,0.19267651438713074,0.24079275131225586,0.5,,0.5,1.0,,1.0,0.9069252610206604,,0.8525336012244225,1.0,0.75,1.0,1.0,0.22794703394174576,0.5683200173079969,,0.5,,1.0,,0.9613169580698013
